street_address,location_area,municipality,final_price,price_per_m2,price_change_percent,sold_date,living_area_m2,non_living_area_m2,rooms,plot_area_m2,url
Ledungsvägen 25,Gamla Uppsala,Uppsala kommun,4300000,23118.28,0.0,,186.0,,5.0,,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-ledungsvagen-25-512449
Kiselvägen 20,Herrhagen,Uppsala kommun,4505000,36926.23,4.0,,122.0,,4.0,,/salda/villa-4rum-herrhagen-uppsala-kommun-kiselvagen-20-527799
Hässjevägen 7,Valsätra,Uppsala kommun,3250000,26000.0,-2.0,,125.0,74.0,5.0,,/salda/villa-5rum-valsatra-uppsala-kommun-hassjevagen-7-543180
Husbyborg Enebacken 18,Husbyborg,Uppsala kommun,2200000,48888.89,70.0,,45.0,,2.0,,/salda/villa-2rum-husbyborg-uppsala-kommun-husbyborg-enebacken-18-527008
Nåntuna backe 46,Nåntuna,Uppsala kommun,5200000,38805.97,9.0,,134.0,,4.0,837.0,/salda/villa-4rum-nantuna-uppsala-kommun-nantuna-backe-46-525453
Snorrevägen 26,Gamla Uppsala,Uppsala kommun,4620000,36377.95,9.0,,127.0,,5.0,,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-snorrevagen-26-523583
Höders väg 12B,Gamla Uppsala,Uppsala kommun,6380000,39141.1,16.0,,163.0,,7.0,,/salda/villa-7rum-gamla-uppsala-uppsala-kommun-hoders-vag-12b-522225
Nåntuna backe 61,Nåntuna,Uppsala kommun,4530000,35952.38,4.0,,126.0,,4.0,565.0,/salda/villa-4rum-nantuna-uppsala-kommun-nantuna-backe-61-547389
Hålsömsvägen 21,Nåntuna,Uppsala kommun,4530000,29607.84,15.0,,153.0,,6.0,,/salda/villa-6rum-nantuna-uppsala-kommun-halsomsvagen-21-543064
Hörnstensvägen 4 B,Norby,Uppsala kommun,6450000,42434.21,8.0,,152.0,,6.0,,/salda/villa-6rum-norby-uppsala-kommun-hornstensvagen-4-b-543175
Fålhagsgatan 66,Fålhagen,Uppsala kommun,6430000,97424.24,24.0,,66.0,66.0,4.0,,/salda/villa-4rum-falhagen-uppsala-kommun-falhagsgatan-66-543140
Synålsvägen 16,Uppsala,Uppsala kommun,4300000,32824.43,8.0,,131.0,,4.0,,/salda/villa-4rum-uppsala-uppsala-kommun-synalsvagen-16-519677
Tunagatan 55,Bärby Hage,Uppsala kommun,4325000,46505.38,11.0,,93.0,77.0,5.0,,/salda/villa-5rum-barby-hage-uppsala-kommun-tunagatan-55-543093
Arkeologvägen 13,Gamla Uppsala,Uppsala kommun,4625000,40217.39,9.0,,115.0,,4.0,,/salda/villa-4rum-gamla-uppsala-uppsala-kommun-arkeologvagen-13-518607
Besmansvägen 6,Valsätra,Uppsala kommun,5400000,38571.43,14.0,,140.0,140.0,8.0,,/salda/villa-8rum-valsatra-uppsala-kommun-besmansvagen-6-518074
Svankärrsvägen 6 E,Sunnersta,Uppsala kommun,5050000,39147.29,15.0,,129.0,,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-svankarrsvagen-6-e-543186
Eksätravägen 11,Gottsundagipen,Uppsala kommun,4650000,38750.0,-1.0,,120.0,15.0,5.0,,/salda/villa-5rum-gottsundagipen-uppsala-kommun-eksatravagen-11-521947
Blåmesvägen 4a,Sunnersta,Uppsala kommun,3800000,36538.46,-5.0,,104.0,48.0,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-blamesvagen-4a-515072
Höjdvägen 24,Sunnersta,Uppsala kommun,6425000,35497.24,11.0,,181.0,79.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-hojdvagen-24-514384
Hildvägen 13,Gamla Uppsala,Uppsala kommun,5710000,48803.42,8.0,,117.0,128.0,5.0,,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-hildvagen-13-561492
Karlsrogatan 28,Kungsgärdet/Kåbo,Uppsala kommun,5817000,73632.91,12.0,,79.0,78.0,6.0,,/salda/villa-6rum-kungsgardet-kabo-uppsala-kommun-karlsrogatan-28-510844
Klippvägen 3,Sunnersta,Uppsala kommun,6250000,36127.17,0.0,,173.0,10.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-klippvagen-3-509246
Vadmalsvägen 1,Nåntuna,Uppsala kommun,5530000,34562.5,18.0,,160.0,,6.0,,/salda/villa-6rum-nantuna-uppsala-kommun-vadmalsvagen-1-508075
Kvarnbogatan 36,Kungsgärdet,Uppsala kommun,5515000,72565.79,7.0,,76.0,79.0,6.0,546.0,/salda/villa-6rum-kungsgardet-uppsala-kommun-kvarnbogatan-36-529122
Klippvägen 25a,Sunnersta,Uppsala kommun,6550000,29372.2,5.0,,223.0,53.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-klippvagen-25a-505311
Ormvråksvägen 10,Sunnersta,Uppsala kommun,5650000,26036.87,14.0,,217.0,65.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-ormvraksvagen-10-506010
Hjortrongatan 44,Uppsala,Uppsala kommun,4670000,28303.03,11.0,,165.0,,7.0,,/salda/villa-7rum-uppsala-uppsala-kommun-hjortrongatan-44-505501
Nåntuna backe 5,Nåntuna,Uppsala kommun,5150000,38432.84,8.0,,134.0,,4.0,671.0,/salda/villa-4rum-nantuna-uppsala-kommun-nantuna-backe-5-504028
Ekvägen 6B,Sunnersta,Uppsala kommun,5350000,45726.5,-3.0,,117.0,117.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-ekvagen-6b-502434
Skogsduvevägen 20 C,Sunnersta,Uppsala kommun,3970000,46162.79,14.0,,86.0,86.0,3.0,,/salda/villa-3rum-sunnersta-uppsala-kommun-skogsduvevagen-20-c-543166
Fältvägen 9,Norby,Uppsala kommun,6950000,51481.48,32.0,,135.0,190.0,8.0,,/salda/villa-8rum-norby-uppsala-kommun-faltvagen-9-501773
Dalbovägen 46,Sunnersta,Uppsala kommun,5400000,43902.44,20.0,,123.0,123.0,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-dalbovagen-46-493495
Nåntuna 58,Nåntuna,Uppsala kommun,7000000,29535.86,1.0,,237.0,,6.0,,/salda/villa-6rum-nantuna-uppsala-kommun-nantuna-58-488782
Noreens Väg 80,Flogsta,Uppsala kommun,5750000,42279.41,16.0,,136.0,66.0,7.0,,/salda/villa-7rum-flogsta-uppsala-kommun-noreens-vag-80-543161
Bomullsvägen 4,Nåntuna-Vilan,Uppsala kommun,4225000,37061.4,11.0,,114.0,,4.0,,/salda/villa-4rum-nantuna-vilan-uppsala-kommun-bomullsvagen-4-489297
Solrosgatan 1,Fålhagen,Uppsala kommun,5100000,37226.28,28.0,,137.0,60.0,6.0,,/salda/villa-6rum-falhagen-uppsala-kommun-solrosgatan-1-487219
Sveavägen 21,Kåbo,Uppsala kommun,14900000,70952.38,-10.0,,210.0,160.0,8.0,,/salda/villa-8rum-kabo-uppsala-kommun-sveavagen-21-485465
Tors Väg 26A,Gamla Uppsala,Uppsala kommun,4495000,47315.79,0.0,,95.0,95.0,5.0,,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-tors-vag-26a-481436
Skogsvägen 11,Bergsbrunna,Uppsala kommun,4510000,32681.16,1.0,,138.0,129.0,8.0,,/salda/villa-8rum-bergsbrunna-uppsala-kommun-skogsvagen-11-477971
Fasanvägen 17,Sunnersta,Uppsala kommun,5230000,41507.94,12.0,,126.0,84.0,5.0,1647.0,/salda/villa-5rum-sunnersta-uppsala-kommun-fasanvagen-17-520401
Basunvägen 8,Gamla Gottsunda,Uppsala kommun,4555000,40669.64,30.0,,112.0,112.0,6.0,,/salda/villa-6rum-gamla-gottsunda-uppsala-kommun-basunvagen-8-543029
Gottsundavägen 11,Södra Gottsunda,Uppsala kommun,5815000,28365.85,1.0,,205.0,,9.0,1152.0,/salda/villa-9rum-sodra-gottsunda-uppsala-kommun-gottsundavagen-11-478519
Kvarnvägen 8 A,Södra Gottsunda,Uppsala kommun,5200000,29714.29,-4.0,,175.0,,7.0,,/salda/villa-7rum-sodra-gottsunda-uppsala-kommun-kvarnvagen-8-a-629140
Persiljegatan 3,Årsta,Uppsala kommun,6500000,30660.38,3.0,,212.0,,7.0,,/salda/villa-7rum-arsta-uppsala-kommun-persiljegatan-3-471654
Rödhakevägen 12 B,Sunnersta,Uppsala kommun,5100000,37500.0,22.0,,136.0,78.0,4.0,,/salda/villa-4rum-sunnersta-uppsala-kommun-rodhakevagen-12-b-469614
Rödhakevägen 13,Sunnersta,Uppsala kommun,6200000,34444.44,16.0,,180.0,28.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-rodhakevagen-13-467013
Eskadergatan 7,Bärby Hage,Uppsala kommun,4295000,49941.86,0.0,,86.0,86.0,5.0,,/salda/villa-5rum-barby-hage-uppsala-kommun-eskadergatan-7-469478
Eksätravägen 78,Södra Gottsunda,Uppsala kommun,4490000,34274.81,3.0,,131.0,,5.0,,/salda/villa-5rum-sodra-gottsunda-uppsala-kommun-eksatravagen-78-629139
Eskadergatan 12,Bärby Hage,Uppsala kommun,4600000,46938.78,7.0,,98.0,98.0,6.0,,/salda/villa-6rum-barby-hage-uppsala-kommun-eskadergatan-12-464532
Lövängsvägen 36 D,Vårdsätra Vik,Uppsala kommun,6800000,40963.86,-1.0,,166.0,,6.0,290.0,/salda/villa-6rum-vardsatra-vik-uppsala-kommun-lovangsvagen-36-d-484088
Södra Parkvägen 1,Norby,Uppsala kommun,8000000,35874.44,0.0,,223.0,50.0,11.0,,/salda/villa-11rum-norby-uppsala-kommun-sodra-parkvagen-1-459275
Ynglingagatan 20,Svartbäcken,Uppsala kommun,4700000,47000.0,-4.0,,100.0,100.0,6.0,,/salda/villa-6rum-svartbacken-uppsala-kommun-ynglingagatan-20-454920
Morkullevägen 33,Sunnersta,Uppsala kommun,5430000,34367.09,37.0,,158.0,4.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-morkullevagen-33-452282
Vårdkasvägen 11,Vårdsätra,Uppsala kommun,5550000,31179.78,12.0,,178.0,,6.0,,/salda/villa-6rum-vardsatra-uppsala-kommun-vardkasvagen-11-543142
Morotsgatan 1,Årsta,Uppsala kommun,4800000,48000.0,9.0,,100.0,127.0,5.0,,/salda/villa-5rum-arsta-uppsala-kommun-morotsgatan-1-450747
Brevduvevägen 4,Sunnersta,Uppsala kommun,4730000,31118.42,13.0,,152.0,40.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-brevduvevagen-4-448656
Tegelgatan 51,Kungsgärdet,Uppsala kommun,6070000,84305.56,18.0,,72.0,69.0,3.0,,/salda/villa-3rum-kungsgardet-uppsala-kommun-tegelgatan-51-448495
Hagelgränd 3,Norby,Uppsala kommun,5250000,25240.38,5.0,,208.0,108.0,8.0,,/salda/villa-8rum-norby-uppsala-kommun-hagelgrand-3-449025
Snorrevägen 28,Gamla Uppsala,Uppsala kommun,4375000,38043.48,-4.0,,115.0,115.0,8.0,,/salda/villa-8rum-gamla-uppsala-uppsala-kommun-snorrevagen-28-449024
Nåntuna backe 38,Uppsala,Uppsala kommun,5350000,33437.5,7.0,,160.0,25.0,6.0,794.0,/salda/villa-6rum-nantuna-vilan-uppsala-kommun-nantuna-backe-38-447606
Sjövägen 1,Uppsala,Uppsala kommun,6500000,27083.33,13.0,,240.0,50.0,8.0,1600.0,/salda/villa-8rum-uppsala-stad-uppsala-kommun-sjovagen-1-485173
Hjortrongatan 22,Årsta,Uppsala kommun,4850000,28529.41,8.0,,170.0,,8.0,,/salda/villa-8rum-arsta-uppsala-kommun-hjortrongatan-22-445914
Morkullevägen 20,Sunnersta,Uppsala kommun,5250000,32407.41,0.0,,162.0,91.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-morkullevagen-20-445737
Höjdvägen 4a,Sunnersta,Uppsala kommun,7100000,41764.71,29.0,,170.0,100.0,9.0,,/salda/villa-9rum-sunnersta-uppsala-kommun-hojdvagen-4a-445667
Iduns väg 12 B,Gamla Uppsala,Uppsala kommun,4750000,30063.29,-3.0,,158.0,77.0,5.0,1014.0,/salda/villa-5rum-gamla-uppsala-uppsala-kommun-iduns-vag-12-b-444595
Swedenborgsgatan 4,Svartbäcken,Uppsala kommun,5995000,49139.34,0.0,,122.0,78.0,,,/salda/villa-122m2-svartbacken-uppsala-kommun-swedenborgsgatan-4-444082
Lövängsvägen 36 B,Vårdsätra Vik,Uppsala kommun,6585000,39668.67,-5.0,,166.0,,6.0,220.0,/salda/villa-6rum-vardsatra-vik-uppsala-kommun-lovangsvagen-36-b-464459
Rosenvägen 41,Sunnersta,Uppsala kommun,5300000,46086.96,26.0,,115.0,115.0,,,/salda/villa-115m2-sunnersta-uppsala-kommun-rosenvagen-41-434326
Adilsgatan 21,Främre Svartbäcken,Uppsala kommun,6500000,45138.89,0.0,,144.0,72.0,5.0,,/salda/villa-5rum-framre-svartbacken-uppsala-kommun-adilsgatan-21-543130
Greta Arwidssons Väg 39,Fornby,Uppsala kommun,4450000,37711.86,9.0,,118.0,3.0,4.0,,/salda/villa-4rum-fornby-uppsala-kommun-greta-arwidssons-vag-39-543110
Smaragdvägen 23,Herrhagen,Uppsala kommun,4200000,35000.0,11.0,,120.0,4.0,5.0,,/salda/villa-5rum-herrhagen-uppsala-kommun-smaragdvagen-23-431297
Rödhakevägen 14B,Sunnersta,Uppsala kommun,4575000,36895.16,15.0,,124.0,124.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-rodhakevagen-14b-430773
Tegelgatan 45,Kungsgärdet,Uppsala kommun,6800000,72340.43,31.0,,94.0,61.0,7.0,,/salda/villa-7rum-kungsgardet-uppsala-kommun-tegelgatan-45-543129
Nåntuna Backe 15,Nåntuna,Uppsala kommun,4475000,29833.33,0.0,,150.0,,5.0,,/salda/villa-5rum-nantuna-uppsala-kommun-nantuna-backe-15-430496
Herrhagens Byväg 37,Herrhagen,Uppsala kommun,3500000,32407.41,-3.0,,108.0,,4.0,,/salda/villa-4rum-herrhagen-uppsala-kommun-herrhagens-byvag-37-543083
Purjogatan 26,Årsta,Uppsala kommun,5160000,41280.0,15.0,,125.0,155.0,9.0,,/salda/villa-9rum-arsta-uppsala-kommun-purjogatan-26-426936
Hästskovägen 1a,Lugnet,Uppsala kommun,3400000,22818.79,-3.0,,149.0,3.0,7.0,,/salda/villa-7rum-lugnet-uppsala-kommun-hastskovagen-1a-425194
Storkällsvägen 19,Brillinge,Uppsala kommun,3900000,45882.35,11.0,,85.0,85.0,6.0,,/salda/villa-6rum-brillinge-uppsala-kommun-storkallsvagen-19-423675
Berthågavägen 18 b,Berthåga,Uppsala kommun,6220000,38159.51,18.0,,163.0,,6.0,,/salda/villa-6rum-berthaga-uppsala-kommun-berthagavagen-18-b-543118
Champinjonvägen 7,Norby,Uppsala kommun,5125000,39423.08,29.0,,130.0,128.0,7.0,,/salda/villa-7rum-norby-uppsala-kommun-champinjonvagen-7-420121
Bergsbrunna Villaväg 29,Bergsbrunna,Uppsala kommun,4520000,37666.67,9.0,,120.0,8.0,5.0,,/salda/villa-5rum-bergsbrunna-uppsala-kommun-bergsbrunna-villavag-29-418880
Stackvägen 22,Valsätra,Uppsala kommun,3755000,35424.53,7.0,,106.0,99.0,7.0,,/salda/villa-7rum-valsatra-uppsala-kommun-stackvagen-22-418477
Berthåga Lindväg 11,Berthåga,Uppsala kommun,6200000,63265.31,18.0,,98.0,108.0,7.0,,/salda/villa-7rum-berthaga-uppsala-kommun-berthaga-lindvag-11-418285
Berthågavägen 3,Berthåga,Uppsala kommun,7300000,33181.82,8.0,,220.0,30.0,6.0,,/salda/villa-6rum-berthaga-uppsala-kommun-berthagavagen-3-422573
Fasanvägen 6B,Sunnersta,Uppsala kommun,4625000,37909.84,16.0,,122.0,112.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-fasanvagen-6b-422201
Bågspännarvägen 4,Gamla Uppsala,Uppsala kommun,5400000,22040.82,10.0,,245.0,45.0,6.0,,/salda/villa-6rum-gamla-uppsala-uppsala-kommun-bagspannarvagen-4-415937
Ekolnsvägen 23 C,Sunnersta,Uppsala kommun,4600000,27710.84,-6.0,,166.0,18.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-ekolnsvagen-23-c-543035
Norrbergsvägen 6,Eriksberg,Uppsala kommun,7500000,50000.0,27.0,,150.0,125.0,5.0,,/salda/villa-5rum-eriksberg-uppsala-kommun-norrbergsvagen-6-412810
Herrhagsvägen 269,Herrhagen,Uppsala kommun,4160000,30588.24,4.0,,136.0,,6.0,,/salda/villa-6rum-herrhagen-uppsala-kommun-herrhagsvagen-269-410475
Rimbertsvägen 10 C,Berthåga,Uppsala kommun,5100000,50000.0,2.0,,102.0,47.0,4.0,,/salda/villa-4rum-berthaga-uppsala-kommun-rimbertsvagen-10-c-543097
Skoguls Gränd 1,Gamla Uppsala,Uppsala kommun,4150000,37727.27,4.0,,110.0,105.0,6.0,,/salda/villa-6rum-gamla-uppsala-uppsala-kommun-skoguls-grand-1-409295
Pimpstensvägen 31,Herrhagen,Uppsala kommun,4400000,32835.82,14.0,,134.0,9.0,6.0,,/salda/villa-6rum-herrhagen-uppsala-kommun-pimpstensvagen-31-409017
Källarbäcksvägen 61,Vilan,Uppsala kommun,5180000,29101.12,11.0,,178.0,,6.0,949.0,/salda/villa-6rum-vilan-uppsala-kommun-kallarbacksvagen-61-442795
Järpvägen 20,Sunnersta,Uppsala kommun,4725000,27155.17,5.0,,174.0,47.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-jarpvagen-20-407914
Askvägen 2 F,Sunnersta,Uppsala kommun,4250000,31716.42,0.0,,134.0,3.0,6.0,,/salda/villa-6rum-sunnersta-uppsala-kommun-askvagen-2-f-543096
Morkullevägen 55,Sunnersta,Uppsala kommun,4500000,39823.01,-7.0,,113.0,108.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-morkullevagen-55-407211
Varpvägen 11,Nåntuna,Uppsala kommun,5320000,21893.0,11.0,,243.0,,8.0,,/salda/villa-8rum-nantuna-uppsala-kommun-varpvagen-11-409957
Tegelgatan 61,Kåbo,Uppsala kommun,5800000,92063.49,25.0,,63.0,59.0,5.0,,/salda/villa-5rum-kabo-uppsala-kommun-tegelgatan-61-405116
Gläntvägen 3,Bergsbrunna,Uppsala kommun,5415000,35625.0,6.0,,152.0,91.0,6.0,,/salda/villa-6rum-bergsbrunna-uppsala-kommun-glantvagen-3-410302
Kvarnbogatan 19,Kåbo,Uppsala kommun,5575000,60597.83,13.0,,92.0,92.0,7.0,,/salda/villa-7rum-kabo-uppsala-kommun-kvarnbogatan-19-405234
Malma Ringväg 42,Norby,Uppsala kommun,4200000,31578.95,14.0,,133.0,,4.0,,/salda/villa-4rum-norby-uppsala-kommun-malma-ringvag-42-543090
Störvägen 1,Valsätra,Uppsala kommun,4680000,41785.71,17.0,,112.0,100.0,7.0,,/salda/villa-7rum-valsatra-uppsala-kommun-storvagen-1-543107
Elias Friesgatan 1,Luthagen,Uppsala kommun,9225000,36752.99,23.0,,251.0,,10.0,,/salda/villa-10rum-luthagen-uppsala-kommun-elias-friesgatan-1-401157
Svankärrsvägen 8 R,Sunnersta/Graneberg,Uppsala kommun,4180000,26289.31,12.0,,159.0,,7.0,,/salda/villa-7rum-sunnersta-graneberg-uppsala-kommun-svankarrsvagen-8-r-400189
Blomstervägen 29,Sunnersta,Uppsala kommun,4900000,30625.0,0.0,,160.0,110.0,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-blomstervagen-29-407655
Brostugevägen 18,Sunnersta/Graneberg,Uppsala kommun,9750000,46428.57,-11.0,,210.0,14.0,7.0,,/salda/villa-7rum-sunnersta-graneberg-uppsala-kommun-brostugevagen-18-388219
Tomatgatan 15,Årsta,Uppsala kommun,4750000,27941.18,12.0,,170.0,,7.0,,/salda/villa-7rum-arsta-uppsala-kommun-tomatgatan-15-387587
Bergagatan 17,Kåbo,Uppsala kommun,5300000,88333.33,8.0,,60.0,60.0,6.0,,/salda/villa-6rum-kabo-uppsala-kommun-bergagatan-17-385894
Brunnsvägen 2 A,Gottsunda,Uppsala kommun,5525000,29078.95,3.0,,190.0,,6.0,,/salda/villa-6rum-gottsunda-uppsala-kommun-brunnsvagen-2-a-378292
Vilanvägen 28,Nåntuna/Vilan,Uppsala kommun,3450000,37500.0,6.0,,92.0,74.0,5.0,,/salda/villa-5rum-nantuna-vilan-uppsala-kommun-vilanvagen-28-390956
Såningsvägen 1,Valsätra,Uppsala kommun,6700000,28632.48,-4.0,,234.0,63.0,7.0,,/salda/villa-7rum-valsatra-uppsala-kommun-saningsvagen-1-378230
Valhallagatan 30,Svartbäcken,Uppsala kommun,8250000,50000.0,0.0,,165.0,,7.0,,/salda/villa-7rum-svartbacken-uppsala-kommun-valhallagatan-30-773650
Elin Wägnersgatan 44,Nyby,Uppsala kommun,4025000,30492.42,13.0,,132.0,5.0,6.0,,/salda/villa-6rum-nyby-uppsala-kommun-elin-wagnersgatan-44-543081
Rosenvägen 29,Sunnersta,Uppsala kommun,3520000,51014.49,19.0,,69.0,,3.0,,/salda/villa-3rum-sunnersta-uppsala-kommun-rosenvagen-29-391903
Sveddvägen 9D,Sunnersta,Uppsala kommun,4525000,17675.78,1.0,,256.0,,8.0,,/salda/villa-8rum-sunnersta-uppsala-kommun-sveddvagen-9d-389184
Rapphönsvägen 10 A,Sunnersta,Uppsala kommun,4300000,34959.35,8.0,,123.0,160.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-rapphonsvagen-10-a-542996
Bergsbrunna Gård 4,Bergsbrunna,Uppsala kommun,7550000,35280.37,26.0,,214.0,,6.0,,/salda/villa-6rum-bergsbrunna-uppsala-kommun-bergsbrunna-gard-4-373358
Holmvägen 16 B,Sunnersta,Uppsala kommun,4700000,26553.67,5.0,,177.0,,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-holmvagen-16-b-367588
Fallskärmsgatan 4,Bärby Hage,Uppsala kommun,4600000,55421.69,32.0,,83.0,83.0,5.0,,/salda/villa-5rum-barby-hage-uppsala-kommun-fallskarmsgatan-4-372334
Morotsgatan 6,Årsta,Uppsala kommun,5770000,26467.89,17.0,,218.0,63.0,9.0,,/salda/villa-9rum-arsta-uppsala-kommun-morotsgatan-6-372192
Nyvla,Börje,Uppsala kommun,6700000,27572.02,35.0,,243.0,50.0,6.0,,/salda/villa-6rum-borje-uppsala-kommun-nyvla-371806
Konsumvägen 19 B,Norby,Uppsala kommun,6110000,37716.05,18.0,,162.0,,6.0,,/salda/villa-6rum-norby-uppsala-kommun-konsumvagen-19-b-543025
Brostugevägen 7b,Uppsala,Uppsala kommun,7800000,56521.74,5.0,,138.0,,5.0,,/salda/villa-5rum-uppsala-stad-uppsala-kommun-brostugevagen-7b-366263
Gran-Anders Väg 9,Graneberg,Uppsala kommun,7400000,35922.33,-7.0,,206.0,,6.0,,/salda/villa-6rum-graneberg-uppsala-kommun-gran-anders-vag-9-365450
Sjövägen 2 B,Graneberg,Uppsala kommun,6450000,39090.91,2.0,,165.0,,6.0,,/salda/villa-6rum-graneberg-uppsala-kommun-sjovagen-2-b-365014
Gårdsvägen 5,Uppsala,Uppsala kommun,4050000,35840.71,23.0,,113.0,80.0,5.0,,/salda/villa-5rum-uppsala-stad-uppsala-kommun-gardsvagen-5-365010
Furudalsvägen 18,Berthåga,Uppsala kommun,6500000,37790.7,8.0,,172.0,59.0,6.0,,/salda/villa-6rum-berthaga-uppsala-kommun-furudalsvagen-18-364983
Ormvråksvägen 2,Sunnersta,Uppsala kommun,4000000,19230.77,-5.0,,208.0,17.0,7.0,,/salda/villa-7rum-sunnersta-uppsala-kommun-ormvraksvagen-2-362359
Kåbovägen 11,Kåbo,Uppsala kommun,10850000,48437.5,21.0,,224.0,112.0,8.0,,/salda/villa-8rum-kabo-uppsala-kommun-kabovagen-11-360733
Eksätravägen 13,Södra Gottsunda,Uppsala kommun,5180000,34765.1,14.0,,149.0,,6.0,,/salda/villa-6rum-sodra-gottsunda-uppsala-kommun-eksatravagen-13-359888
Hässelby park 4,Börje,Uppsala kommun,1550000,31000.0,-11.0,,50.0,,2.0,4589.0,/salda/villa-2rum-borje-uppsala-kommun-hasselby-park-4-366623
Malma Parkväg 5 A,Norby,Uppsala kommun,5625000,45362.9,42.0,,124.0,,5.0,,/salda/villa-5rum-norby-uppsala-kommun-malma-parkvag-5-a-543034
Betgatan 57,Årsta,Uppsala kommun,4375000,28782.89,0.0,,152.0,93.0,7.0,,/salda/villa-7rum-arsta-uppsala-kommun-betgatan-57-355772
Ingvarsgatan 39,Svartbäcken,Uppsala kommun,6200000,54385.96,5.0,,114.0,51.0,5.0,,/salda/villa-5rum-svartbacken-uppsala-kommun-ingvarsgatan-39-352152
Sävja Vråkväg 3,Bergsbrunna,Uppsala kommun,5300000,30113.64,7.0,,176.0,,6.0,,/salda/villa-6rum-bergsbrunna-uppsala-kommun-savja-vrakvag-3-542988
Malma Bergsväg 28A,Norby,Uppsala kommun,6500000,34574.47,8.0,,188.0,176.0,9.0,,/salda/villa-9rum-norby-uppsala-kommun-malma-bergsvag-28a-349658
Nya Valsätravägen 42,Norby,Uppsala kommun,4250000,36956.52,22.0,,115.0,113.0,4.0,,/salda/villa-4rum-norby-uppsala-kommun-nya-valsatravagen-42-349442
Kvarnvägen 19,Södra Gottsunda,Uppsala kommun,4525000,37708.33,13.0,,120.0,,5.0,,/salda/villa-5rum-sodra-gottsunda-uppsala-kommun-kvarnvagen-19-339538
Gråbergsvägen 13 A,Eriksberg,Uppsala kommun,7000000,54687.5,21.0,,128.0,128.0,7.0,,/salda/villa-7rum-eriksberg-uppsala-kommun-grabergsvagen-13-a-339537
Mistelgatan 20,Johannesbäck,Uppsala kommun,7200000,45000.0,20.0,,160.0,,6.0,,/salda/villa-6rum-johannesback-uppsala-kommun-mistelgatan-20-344689
Nåntuna backe 66,Nåntuna Backe,Uppsala kommun,5000000,33112.58,12.0,,151.0,13.0,5.0,803.0,/salda/villa-5rum-nantuna-backe-uppsala-kommun-nantuna-backe-66-447334
Örbygatan 12,Fålhagen,Uppsala kommun,6600000,76744.19,20.0,,86.0,86.0,6.0,,/salda/villa-6rum-falhagen-uppsala-kommun-orbygatan-12-336512
Skrindvägen 24,Valsätra,Uppsala kommun,3595000,28991.94,0.0,,124.0,73.0,8.0,,/salda/villa-8rum-valsatra-uppsala-kommun-skrindvagen-24-334137
Tegelgatan 17,Kungsgärdet,Uppsala kommun,5639000,59989.36,28.0,,94.0,80.0,,,/salda/villa-94m2-kungsgardet-uppsala-kommun-tegelgatan-17-333615
Hesselmans Väg 28,Flogsta,Uppsala kommun,5040000,36000.0,6.0,,140.0,124.0,7.0,,/salda/villa-7rum-flogsta-uppsala-kommun-hesselmans-vag-28-332754
Björklundavägen 9 A,Norby,Uppsala kommun,5475000,32784.43,0.0,,167.0,,6.0,,/salda/villa-6rum-norby-uppsala-kommun-bjorklundavagen-9-a-326903
Skogsduvevägen 12B,Sunnersta,Uppsala kommun,4730000,27500.0,6.0,,172.0,36.0,5.0,,/salda/villa-5rum-sunnersta-uppsala-kommun-skogsduvevagen-12b-392678
Liljegatan 16,Fålhagen,Uppsala kommun,10300000,40873.02,16.0,,252.0,125.0,10.0,,/salda/villa-10rum-falhagen-uppsala-kommun-liljegatan-16-542871
Karlsrogatan 70,Kungsgärdet,Uppsala kommun,5200000,61904.76,16.0,,84.0,63.0,4.0,,/salda/villa-4rum-kungsgardet-uppsala-kommun-karlsrogatan-70-323588
Sehlstedtsgatan 18,Nyby/Gamla Uppsala,Uppsala kommun,4000000,25477.71,29.0,,157.0,32.0,7.0,400.0,/salda/villa-7rum-nyby-gamla-uppsala-uppsala-kommun-sehlstedtsgatan-18-321336
